source_path,trimmed_path,label,split,is_phrase
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-mf-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C#4-mf-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C#4-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C2-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C2-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C2-mf-N-T23u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C2-mf-N-T23u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C2-pp-N-T13d.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C2-pp-N-T13d.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C3-ff-N-T18u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C3-ff-N-T18u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C3-mf-N-T28u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C3-mf-N-T28u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C3-pp-N-T11d.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C3-pp-N-T11d.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C4-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C4-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C4-mf-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C4-mf-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-C4-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-C4-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#2-ff-N-N.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-mf-N-T34u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#2-mf-N-T34u.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-pp-N-T11u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#2-pp-N-T11u.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-ff-N-T17u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#3-ff-N-T17u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-mf-N-T25u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#3-mf-N-T25u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#3-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#4-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-mf-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#4-mf-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D#4-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D2-ff-N-T13u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D2-ff-N-T13u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D2-mf-N-T15u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D2-mf-N-T15u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D2-pp-N-T18u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D2-pp-N-T18u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D3-ff-N-T15u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D3-ff-N-T15u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D3-mf-N-T16u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D3-mf-N-T16u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D3-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D3-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D4-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D4-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D4-mf-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D4-mf-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-D4-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-D4-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-E2-ff-N-T10u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E2-ff-N-T10u.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-E2-mf-N-T27u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E2-mf-N-T27u.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-E2-pp-N-T25u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E2-pp-N-T25u.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-E3-ff-N-T16u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E3-ff-N-T16u.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-E3-mf-N-T23u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E3-mf-N-T23u.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-E3-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E3-pp-N-N.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-E4-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E4-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-E4-mf-N-T11d.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E4-mf-N-T11d.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-E4-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-E4-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#1-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#1-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#1-mf-N-T18u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#1-mf-N-T18u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#1-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#1-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#2-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-mf-N-T19u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#2-mf-N-T19u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-pp-N-T14u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#2-pp-N-T14u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#3-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-mf-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#3-mf-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F#3-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F2-ff-N-T15u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F2-ff-N-T15u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F2-mf-N-T24u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F2-mf-N-T24u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F2-pp-N-T25u_R100u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F2-pp-N-T25u_R100u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F3-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F3-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F3-mf-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F3-mf-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F3-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F3-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-F4-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F4-ff-N-N.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-F4-mf-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F4-mf-N-N.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-F4-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-F4-pp-N-N.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-ff-N-T12u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#1-ff-N-T12u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-mf-N-T18u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#1-mf-N-T18u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-pp-N-T16u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#1-pp-N-T16u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#2-ff-N-N.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-mf-N-T26u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#2-mf-N-T26u.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-pp-N-T16u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#2-pp-N-T16u.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#3-ff-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-mf-N-T11u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#3-mf-N-T11u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G#3-pp-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G1-ff-N-T15d.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G1-ff-N-T15d.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G1-mf-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G1-mf-N-N.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G1-pp-N-R100u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G1-pp-N-R100u.wav,tuba,train,0
Brass/Bass_Tuba/ordinario/BTb-ord-G2-ff-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G2-ff-N-N.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-G2-mf-N-T15u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G2-mf-N-T15u.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-G2-pp-N-N.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G2-pp-N-N.wav,tuba,test,0
Brass/Bass_Tuba/ordinario/BTb-ord-G3-ff-N-T14u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G3-ff-N-T14u.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-G3-mf-N-T14u.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G3-mf-N-T14u.wav,tuba,val,0
Brass/Bass_Tuba/ordinario/BTb-ord-G3-pp-N-T14d.wav,work/trimmed/Brass/Bass_Tuba/ordinario/BTb-ord-G3-pp-N-T14d.wav,tuba,val,0
Brass/Horn/ordinario/Hn-ord-A#1-mf-N-T17d.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#1-mf-N-T17d.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-A#1-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#1-pp-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-A#2-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#2-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A#2-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#2-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A#2-pp-N-R100d.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#2-pp-N-R100d.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A#3-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#3-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A#3-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#3-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A#3-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#3-pp-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A#4-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#4-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A#4-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#4-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A#4-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A#4-pp-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A1-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A1-mf-N-N.wav,french-horn,test,0
Brass/Horn/ordinario/Hn-ord-A2-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A2-ff-N-N.wav,french-horn,test,0
Brass/Horn/ordinario/Hn-ord-A2-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A2-mf-N-N.wav,french-horn,test,0
Brass/Horn/ordinario/Hn-ord-A2-pp-N-R100u.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A2-pp-N-R100u.wav,french-horn,test,0
Brass/Horn/ordinario/Hn-ord-A3-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A3-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A3-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A3-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A3-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A3-pp-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-A4-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A4-ff-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-A4-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A4-mf-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-A4-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-A4-pp-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-B1-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B1-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B1-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B1-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B1-pp-N-T15d.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B1-pp-N-T15d.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B2-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B2-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B2-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B2-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B2-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B2-pp-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B3-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B3-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B3-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B3-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B3-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B3-pp-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B4-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B4-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B4-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B4-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-B4-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-B4-pp-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-C#2-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#2-ff-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-C#2-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#2-mf-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-C#2-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#2-pp-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-C#3-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#3-ff-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-C#3-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#3-mf-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-C#3-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#3-pp-N-N.wav,french-horn,train,0
Brass/Horn/ordinario/Hn-ord-C#4-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#4-ff-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-C#4-mf-N-T12u.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#4-mf-N-T12u.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-C#4-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#4-pp-N-N.wav,french-horn,val,0
Brass/Horn/ordinario/Hn-ord-C#5-ff-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#5-ff-N-N.wav,french-horn,test,0
Brass/Horn/ordinario/Hn-ord-C#5-mf-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#5-mf-N-N.wav,french-horn,test,0
Brass/Horn/ordinario/Hn-ord-C#5-pp-N-N.wav,work/trimmed/Brass/Horn/ordinario/Hn-ord-C#5-pp-N-N.wav,french-horn,test,0
